track_id	album_title	album_tracks	artist_latitude	artist_longitude	artist_name	duration	favorites	genre_top	genres	genres_all	interest	listens	title
11895	"Mick Boogie &amp; Terry Urban Presents... Extra Levels"	20			Wildabeast	171	0	Hip-Hop	[21]	[21]	1616	622	Hood Hippie 2
11896	"Mick Boogie &amp; Terry Urban Presents... Extra Levels"	20			Wildabeast	120	0	Hip-Hop	[21]	[21]	3516	615	Death By Design
11897	"Mick Boogie &amp; Terry Urban Presents... Extra Levels"	20			Wildabeast	138	0	Hip-Hop	[21]	[21]	2548	432	Panickyao Purp
11898	"Mick Boogie &amp; Terry Urban Presents... Extra Levels"	20			Wildabeast	160	0	Hip-Hop	[21]	[21]	3987	551	What Ya Want
11899	"Mick Boogie &amp; Terry Urban Presents... Extra Levels"	20			Wildabeast	256	0	Hip-Hop	[21]	[21]	2142	556	Smoke With A Hippie
11912	"An Announcement [7"" EP]"	3	42.6334247	-71.3161718	Jasmine Love Bomb	126	4		[12, 58, 66, 76]	[66, 10, 12, 76, 58]	2896	679	From Last Summer
11913	"An Announcement [7"" EP]"	3	42.6334247	-71.3161718	Jasmine Love Bomb	276	2		[58, 66, 76, 113]	[66, 26, 10, 12, 76, 113, 58]	1633	583	An Announcement
11914	"An Announcement [7"" EP]"	3	42.6334247	-71.3161718	Jasmine Love Bomb	258	2	Rock	[12, 58, 113]	[113, 58, 26, 12]	1344	465	Empire Sun
11915	That River	1	42.6334247	-71.3161718	Jasmine Love Bomb	358	1	Rock	[12, 58, 113]	[113, 58, 26, 12]	1792	692	That River
11916	COMEDIE HUMAINE	7	46.580224	0.340375	WatFatMan	273	2	Hip-Hop	[21]	[21]	3903	1141	comedi humaine
11917	COMEDIE HUMAINE	7	46.580224	0.340375	WatFatMan	246	1	Hip-Hop	[21]	[21]	4834	819	court metrage
11918	COMEDIE HUMAINE	7	46.580224	0.340375	WatFatMan	223	5	Hip-Hop	[21]	[21]	25214	5074	deprecie
11919	COMEDIE HUMAINE	7	46.580224	0.340375	WatFatMan	243	4	Hip-Hop	[21]	[21]	5799	1663	galerie de portraits
11920	COMEDIE HUMAINE	7	46.580224	0.340375	WatFatMan	294	1	Hip-Hop	[21]	[21]	5369	1392	Ofura
11921	COMEDIE HUMAINE	7	46.580224	0.340375	WatFatMan	134	1	Hip-Hop	[21]	[21]	9712	984	l'air du temps live
11922	COMEDIE HUMAINE	7	46.580224	0.340375	WatFatMan	198	4	Hip-Hop	[21]	[21]	7965	1303	galerie de portraits remix
11933	netBloc Vol. 21: opening your ears with jamendo	20			Isolated Atoms	220	20	Rock	[12]	[12]	10403	6038	Tell Me What I Want
11934	netBloc Vol. 21: opening your ears with jamendo	20			Amalfi	274	3	Electronic	[286]	[286, 15]	5258	2222	Do It Right
11935	netBloc Vol. 21: opening your ears with jamendo	20			MaiLiT	198	4		[14, 21]	[21, 14]	1824	1505	Be My HoT
11936	netBloc Vol. 21: opening your ears with jamendo	20			AS-Potiront	190	1	Rock	[12]	[12]	3526	792	Voir
11937	netBloc Vol. 21: opening your ears with jamendo	20			DavidBowman	182	3	Pop	[10]	[10]	1294	1088	Wir können auch anders
11938	netBloc Vol. 21: opening your ears with jamendo	20			The Dots	243	5	Rock	[12]	[12]	2395	451	Simple Thing
11939	netBloc Vol. 21: opening your ears with jamendo	20			The Home Phonema	152	1	Rock	[12]	[12]	345	289	Plastic Plastic
11940	netBloc Vol. 21: opening your ears with jamendo	20			Roberto Billi	216	1	Rock	[12]	[12]	2160	882	Scaccia la strega
11941	netBloc Vol. 21: opening your ears with jamendo	20	40.0583238	-74.4056612	Tab	151	3	Hip-Hop	[100]	[100, 21]	1947	821	White Flag
11942	netBloc Vol. 21: opening your ears with jamendo	20			Stouffi The Stouves	268	11	Electronic	[337]	[337, 15]	14533	11529	Rage Against Death
11943	Live at WFMU on Rob Weisberg's Show on 5/02/2009	1			Soumitra Lahiri and Shailendra Mishra	1444	14	International	[86]	[2, 86]	5822	4458	Raga Kirwani - Alaap, Jor and Vilambit Grat (with Tabla) in Sitarkhani Taal
11945	vosotros presents: ¡ YES WE PUEDE !	8			B.R.A.M.	137	0	Experimental	[763]	[16, 38, 763, 6]	1095	521	Anchors Aweigh
11946	vosotros presents: ¡ YES WE PUEDE !	8			vosotros	66	2	Experimental	[763]	[16, 38, 763, 6]	3089	2399	The Star Spangled Banner
11947	vosotros presents: ¡ YES WE PUEDE !	8			Dream Kids	92	1	Experimental	[763]	[16, 38, 763, 6]	2627	1180	Yankee Doodle
11948	vosotros presents: ¡ YES WE PUEDE !	8			Learning Music	118	1	Experimental	[763]	[16, 38, 763, 6]	1530	620	My Country 'Tis of Thee Pt. 1
11949	vosotros presents: ¡ YES WE PUEDE !	8			Learning Music	231	1	Experimental	[763]	[16, 38, 763, 6]	1019	583	My Country 'Tis of Thee Pt. 2
11950	vosotros presents: ¡ YES WE PUEDE !	8			Mooey Moobau	303	0	Experimental	[763]	[16, 38, 763, 6]	682	169	Swanee River
11951	vosotros presents: ¡ YES WE PUEDE !	8			Obi Best	110	1	Experimental	[763]	[16, 38, 763, 6]	3899	2521	Taps - America The Beautiful (Medley)
11952	vosotros presents: ¡ YES WE PUEDE !	8			weyou	166	0	Experimental	[763]	[16, 38, 763, 6]	756	311	You're A Grand Old Flag
11954	LMM 2.1 - Allegro	11			Learning Music	190	1	Rock	[66]	[66, 12]	1484	331	Short Tempered
11956	LMM 2.2 - Matchstick Monument	1			Learning Music	238	4	Rock	[66]	[66, 12]	1738	316	Electric Letter
11957	ccMixter [Sunbyrn]	7	40.825745	-73.923249	Sunbyrn	279	8	Blues	[3]	[3]	4152	3228	Scared of My Own Blood A Cappella
11960	LMM 2.3 - An End Like This	1			Learning Music	151	1	Rock	[66]	[66, 12]	1291	298	Eighty Seven Year Old Brain
11963	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	362	2		[18, 42, 107]	[42, 107, 15, 18, 1235]	7720	4557	The Diesel People
11976	vosotros presents: the years // mixtape	15			The Years	124	2	Hip-Hop	[21]	[21]	1334	599	Toasting
11977	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	177	1		[18, 42, 107]	[42, 107, 15, 18, 1235]	8206	4866	Pulse
11978	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	244	6		[18, 42, 107]	[42, 107, 15, 18, 1235]	47983	39708	The Firenze Incident
11979	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	183	32		[18, 42, 107]	[42, 107, 15, 18, 1235]	81451	69086	Black Gloves
11980	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	344	1		[18, 42, 107]	[42, 107, 15, 18, 1235]	6610	3217	Oath Of Blood
11981	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	121	4		[18, 42, 107]	[42, 107, 15, 18, 1235]	7860	3660	Liquid Drugs
11982	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	166	4		[18, 42, 107]	[42, 107, 15, 18, 1235]	6437	2727	Countach
11983	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	147	7		[18, 42, 107]	[42, 107, 15, 18, 1235]	15669	6109	The Two-Headed Saint
11984	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	233	2		[18, 42, 107]	[42, 107, 15, 18, 1235]	6768	2482	Hidden Behind The Giorgione Painting
11985	Via Dante Alighieri	19	48.7754181	9.1817588	Vitus Von Degen	151	0		[18, 42, 107]	[42, 107, 15, 18, 1235]	8552	3777	Pieta
11986	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	412	0	Electronic	[15]	[15]	2620	1284	Courage, fuyons
11987	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	444	1	Electronic	[15]	[15]	2555	1072	39-45
11988	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	206	2	Electronic	[15]	[15]	1905	159	Bute bute
11989	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	345	0	Electronic	[15]	[15]	2191	188	Grippe
11990	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	264	0	Electronic	[15]	[15]	1691	149	Bitos
11991	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	351	1	Electronic	[15]	[15]	1500	148	Lance flamme
11992	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	228	1	Electronic	[15]	[15]	1403	279	My heart belongs to daddy
11993	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	429	1	Electronic	[15]	[15]	780	241	Si, en hélicoptère
11994	The Fall of the Supers	9	47.218371	-1.553621	Niwouinwouin	258	0	Electronic	[15]	[15]	795	139	Hope sheriff will not teasle
11996	Quiet Orchestra	14			Quiet Orchestra	1282	0		[]	[]	1591	449	Quiet Orchestra
11997	Quiet Orchestra	14			Quiet Orchestra	66	1		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	2644	1147	me and everyone else: Gabe
11998	Quiet Orchestra	14			Quiet Orchestra	96	0		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	2130	869	me and everyone else: Zach
11999	Quiet Orchestra	14			Quiet Orchestra	332	5		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	3652	2023	My Friends
12000	Quiet Orchestra	14			Quiet Orchestra	93	2		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	1492	749	me and everyone else: John
12001	Quiet Orchestra	14			Quiet Orchestra	89	2		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	1782	690	me and everyone else: Marcel
12003	Quiet Orchestra	14			Quiet Orchestra	1250	4		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	1972	920	The Pandemic Has a Woman’s Face
12004	Quiet Orchestra	14			Quiet Orchestra	91	1		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	1229	747	me and everyone else: Barbara
12005	Quiet Orchestra	14			Quiet Orchestra	148	0		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	1447	753	me and everyone else: Aaron
12006	Quiet Orchestra	14			Quiet Orchestra	434	1		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	3022	1593	Canonic Living
12007	Quiet Orchestra	14			Quiet Orchestra	130	3		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	1652	973	me and everyone else: Nels
12008	Quiet Orchestra	14			Quiet Orchestra	1345	5		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	2664	1262	Me and Everyone Else
12009	Quiet Orchestra	14			Quiet Orchestra	431	4		[1, 17, 38, 107, 113]	[1, 38, 107, 12, 17, 113, 1235, 26]	2525	1644	Conclusion
12013	No Regrets For Our Youth	9			No Regrets For Our Youth	194	0		[38, 322]	[322, 5, 38]	1369	1085	Fronts
12014	No Regrets For Our Youth	9			No Regrets For Our Youth	339	1		[38, 322]	[322, 5, 38]	1205	852	The Manners Of Speech
12015	No Regrets For Our Youth	9			No Regrets For Our Youth	217	0		[38, 322]	[322, 5, 38]	2920	2539	Icebergs
12016	No Regrets For Our Youth	9			No Regrets For Our Youth	90	1		[38, 322]	[322, 5, 38]	1915	1863	Dance
12017	No Regrets For Our Youth	9			No Regrets For Our Youth	96	1		[38, 322]	[322, 5, 38]	1050	865	Trace
12018	No Regrets For Our Youth	9			No Regrets For Our Youth	190	0		[38, 322]	[322, 5, 38]	969	738	Thinking Different Doing Same vs. Doing Different Thinking Same
12019	No Regrets For Our Youth	9			No Regrets For Our Youth	223	0		[38, 322]	[322, 5, 38]	2216	1638	Riots
12020	No Regrets For Our Youth	9			No Regrets For Our Youth	198	1		[38, 322]	[322, 5, 38]	1329	1133	Steady
12021	No Regrets For Our Youth	9			No Regrets For Our Youth	694	5		[38, 322]	[322, 5, 38]	2058	1666	Old New World
12022	Live on KBOO's The Outside World	0			The Quadraphonnes	402	1	Jazz	[4]	[4]	1681	843	4951 Walnut Street
12023	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	197	2		[7, 15, 181]	[181, 20, 15, 7]	2968	2076	Demann rio
12024	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	213	3		[7, 15, 181]	[181, 20, 15, 7]	3614	2040	Hardrockcafeprune
12025	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	228	0		[7, 15, 181]	[181, 20, 15, 7]	2031	762	Fa farez
12026	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	218	0		[7, 15, 181]	[181, 20, 15, 7]	2076	748	Capitaine feuk
12027	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	221	0		[7, 15, 181]	[181, 20, 15, 7]	2849	1655	Chercher son chat
12028	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	269	1		[7, 15, 181]	[181, 20, 15, 7]	2837	864	Living in mushroom
12029	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	214	0		[7, 15, 181]	[181, 20, 15, 7]	2032	820	Porkifuto
12030	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	206	2		[7, 15, 181]	[181, 20, 15, 7]	2380	929	Karting
12031	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	249	0		[7, 15, 181]	[181, 20, 15, 7]	3041	987	United tank
12032	Fini hum land	10	46.211401	2.20936	Fadt Fanfare	165	8		[7, 15, 181]	[181, 20, 15, 7]	3670	1392	Psycho Dick Presley
12033	Gravity offence	9	48.856614	2.3522219	Silencide	208	2		[15, 76, 236]	[10, 76, 236, 15]	7499	2030	Digital mystic
12034	Gravity offence	9	48.856614	2.3522219	Silencide	206	5		[15, 76, 236]	[10, 76, 236, 15]	6644	2332	Bubbles everywhere
12035	Gravity offence	9	48.856614	2.3522219	Silencide	269	4		[15, 76, 236]	[10, 76, 236, 15]	7125	1538	Bathing suit and wellingtons
12036	Gravity offence	9	48.856614	2.3522219	Silencide	220	6		[15, 76, 236]	[10, 76, 236, 15]	5026	1260	Fairground art museum
12037	Gravity offence	9	48.856614	2.3522219	Silencide	328	3		[15, 76, 236]	[10, 76, 236, 15]	4843	1126	hitchhikers are late
12039	Gravity offence	9	48.856614	2.3522219	Silencide	171	4		[15, 76, 236]	[10, 76, 236, 15]	4239	1107	The fool is blissful
12040	Gravity offence	9	48.856614	2.3522219	Silencide	380	3		[15, 76, 236]	[10, 76, 236, 15]	3889	885	"Ballade bancale (part I &amp; II)"
12041	Gravity offence	9	48.856614	2.3522219	Silencide	272	3		[15, 76, 236]	[10, 76, 236, 15]	4684	1777	Unthink of her
12042	Symphaty Modul	7	46.525195	19.2548459	Suhov	200	11		[15, 21]	[21, 15]	2319	1494	Exx Fuck
12043	Symphaty Modul	7	46.525195	19.2548459	Suhov	283	9		[15, 21]	[21, 15]	1519	924	Different
12045	Already Gone I	9			Big Blood	462	9	Folk	[17]	[17]	2441	2010	The WInds House
12046	Already Gone I	9			Big Blood	232	11	Folk	[17]	[17]	3294	2106	Well Water
12047	Already Gone I	9			Big Blood	298	6	Folk	[17]	[17]	1832	1234	Comin' Home Pt. I
12048	Already Gone I	9			Big Blood	248	8	Folk	[17]	[17]	2398	1677	She Sells Sanctuary
12049	Already Gone I	9			Big Blood	214	5	Folk	[17]	[17]	1624	1039	On a Sunday, Years After
12050	Already Gone I	9			Big Blood	284	8	Folk	[17]	[17]	1544	982	Echohead
12051	Already Gone I	9			Big Blood	213	4	Folk	[17]	[17]	1410	895	Comin' Home Pt. II
12052	Already Gone I	9			Big Blood	403	4	Folk	[17]	[17]	1446	831	Breath in a Seed
12053	Already Gone I	9			Big Blood	366	7	Folk	[17]	[17]	1211	743	Land Upon Mud II
12054	Symphaty Modul	7	46.525195	19.2548459	Suhov	192	10		[15, 21]	[21, 15]	2111	1802	Over
12055	Symphaty Modul	7	46.525195	19.2548459	Suhov	221	6		[15, 21]	[21, 15]	898	505	Moonhill
12056	Symphaty Modul	7	46.525195	19.2548459	Suhov	150	7		[15, 21]	[21, 15]	1297	778	Clear
12057	Symphaty Modul	7	46.525195	19.2548459	Suhov	108	8		[15, 21]	[21, 15]	971	541	Skunn
12058	Already Gone II	11			Big Blood	358	5	Folk	[17]	[17]	1415	817	Land Upon Mud I
12059	Already Gone II	11			Big Blood	189	1	Folk	[17]	[17]	986	688	Brotha-o-Brotha-o-
12060	Already Gone II	11			Big Blood	364	14	Folk	[17]	[17]	1971	1255	Heart of Glass
12061	Already Gone II	11			Big Blood	120	1	Folk	[17]	[17]	1350	883	Do Insects Sleep?
12062	Already Gone II	11			Big Blood	125	5	Folk	[17]	[17]	1462	642	Sleepin' Time
12063	Already Gone II	11			Big Blood	189	1	Folk	[17]	[17]	1400	561	Talking Head Pt. I
12064	Already Gone II	11			Big Blood	226	4	Folk	[17]	[17]	1947	734	Beatle Bones 'N' Smokin' Stones
12065	Already Gone II	11			Big Blood	237	3	Folk	[17]	[17]	1321	640	So Old Again
12066	Already Gone II	11			Big Blood	294	5	Folk	[17]	[17]	1587	910	"Apes &amp; History (Swimmin in Paper)"
12067	Already Gone II	11			Big Blood	246	3	Folk	[17]	[17]	1130	634	For Four Beating Lungs
12068	Already Gone II	11			Big Blood	322	2	Folk	[17]	[17]	1228	574	Polly + The Sheep
12070	Something is Happening	-1			The Ladybirds	120	1		[]	[]	536	312	Something is Happening
12071	Something is Happening	-1			The Ladybirds	383	0		[]	[]	361	300	The ladybird song
12072	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	59	3	Electronic	[15]	[15]	2432	1685	Some kind of batman
12073	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	59	2	Electronic	[15]	[15]	2199	1440	Orpheus robot
12074	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	97	0	Electronic	[15]	[15]	1544	1160	Cruug flar gorl
12075	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	9	4	Electronic	[15]	[15]	5654	4374	Freestyler
12076	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	61	1	Electronic	[15]	[15]	975	249	Klaus trop phobique
12077	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	18	0	Electronic	[15]	[15]	1375	468	East of Sweden
12078	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	189	0	Electronic	[15]	[15]	701	215	Bazerkle basement
12079	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	20	1	Electronic	[15]	[15]	1859	1176	Prügelknabe
12080	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	22	0	Electronic	[15]	[15]	2621	1161	Follow the feeder
12081	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	137	1	Electronic	[15]	[15]	2605	1237	Misirloucious
12082	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	8	0	Electronic	[15]	[15]	2750	1153	Brave makumbi
12083	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	60	1	Electronic	[15]	[15]	3398	1628	Rabbit chase
12084	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	167	3	Electronic	[15]	[15]	1668	1157	Crane stance in the stench of gore
12085	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	36	0	Electronic	[15]	[15]	1026	169	Metropolitan (from-for R. Scott)
12086	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	33	0	Electronic	[15]	[15]	1604	404	Fast lane lizard
12087	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	59	0	Electronic	[15]	[15]	633	140	Puscaria aoleuuu!
12088	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	260	1	Electronic	[15]	[15]	837	207	March of the wigs
12089	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	143	0	Electronic	[15]	[15]	1050	156	The little extra
12090	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	172	3	Electronic	[15]	[15]	2204	1392	Brazilicon alley
12091	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	42	0	Electronic	[15]	[15]	1000	179	One day i'll make a million
12092	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	181	0	Electronic	[15]	[15]	848	168	Lepsi pight
12093	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	53	0	Electronic	[15]	[15]	1384	150	Gora
12094	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	81	0	Electronic	[15]	[15]	940	129	The path
12095	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	60	0	Electronic	[15]	[15]	1748	559	Styx rafting
12096	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	231	1	Electronic	[15]	[15]	935	161	Ajvar
12097	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	18	0	Electronic	[15]	[15]	1164	245	Straight from the proletarian art gallery
12098	Sator arepo tenet opera rotas	27	48.7754181	9.1817588	Vernon Lenoir	59	1	Electronic	[15]	[15]	1128	221	As long as you know the way back
12099		-1	41.8781136	-87.6297982	The Columbines	187	19	Blues	[3]	[3]	10221	6980	the devil is crossing me
12100	Olas Invisibles	7			Selva de Mar	606	5		[38, 79, 107]	[2, 38, 107, 79, 1235]	1759	1501	San Marti
12101	Olas Invisibles	7			Selva de Mar	664	9		[38, 79, 107]	[2, 38, 107, 79, 1235]	3044	2718	Heidi in Africa
12102	Olas Invisibles	7			Selva de Mar	562	13		[38, 79, 107]	[2, 38, 107, 79, 1235]	6285	4090	Gulab Jaman
12103	Olas Invisibles	7			Selva de Mar	455	14		[38, 79, 107]	[2, 38, 107, 79, 1235]	3485	3022	Philip's Glass
12104	Olas Invisibles	7			Selva de Mar	493	5		[38, 79, 107]	[2, 38, 107, 79, 1235]	2078	1757	Medusa
12105	Olas Invisibles	7			Selva de Mar	360	14		[38, 79, 107]	[2, 38, 107, 79, 1235]	2713	2505	Hipozebra
12106	Olas Invisibles	7			Selva de Mar	369	12		[38, 79, 107]	[2, 38, 107, 79, 1235]	3878	3501	Petra
12107	"the ""Giant Squid"" CD EP"	0	37.5407246	-77.4360481	Bermuda Triangles	179	1	Experimental	[38]	[38]	494	135	Riddles In The Sand
12109	Gang Rape of a Short-Bus Rider	1	42.3736158	-71.1097335	"Preggy Peggy &amp; The Lazy Babymakers"	303	8	International	[2]	[2]	2302	2172	The Mysticism of my Fucking Sound
12110	live at issue project room 5/1/09	1	40.65	-73.95	lydsod	1407	2		[58, 250]	[58, 250, 12, 38]	629	287	live at Issue Project Room (full set)
12112	i am leaving home	5	53.2705588	-9.0566677	junior85	133	6	Rock	[12, 66]	[66, 12]	2895	1776	indie cool pretty of today are plastic surgery disasters of tomorrow
12113	i am leaving home	5	53.2705588	-9.0566677	junior85	103	1	Rock	[12, 66]	[66, 12]	923	347	677777
12114	i am leaving home	5	53.2705588	-9.0566677	junior85	202	1	Rock	[12, 66]	[66, 12]	1145	536	i am leaving home
12115	i am leaving home	5	53.2705588	-9.0566677	junior85	123	0	Rock	[12, 66]	[66, 12]	1133	400	everything is a start but also an ending
12116	i am leaving home	5	53.2705588	-9.0566677	junior85	129	0	Rock	[12, 66]	[66, 12]	865	301	hello flaw solsome
12117		-1	35.2270869	-80.8431267	Jeva	379	2	Electronic	[15]	[15]	2190	1279	yanni
12118		-1	35.2270869	-80.8431267	Jeva	374	1	Electronic	[15]	[15]	743	468	gato
12119		-1	35.2270869	-80.8431267	Jeva	372	1	Electronic	[15]	[15]	676	456	lakeoffire
12120		-1	35.2270869	-80.8431267	Jeva	364	3	Electronic	[15]	[15]	1088	797	babyface
12121		-1	35.2270869	-80.8431267	Jeva	383	1	Electronic	[15]	[15]	582	372	some dextromethorphan
